"Result:S-CSCF Registered Sub(2023-10-26 140525)_20231026_140551.csv"
"Save Time:2023-10-26 14:05:51"
"User Name:ca_usr"


"NE Type Name:CSCF"

"NE Names:CBTCSCF01;SNBCSCF01;DPS_CSCF01"

"Function Subset Name:S-CSCF Session Unrelated Measurement"

"Total 1,727 records"

"Start Time","Period (min)","NE Name","SCSCF","Number of S-CSCF Registered Users (number)","Rate of S-CSCF Successful Initial Registrations (%)","Rate of S-CSCF Successful Re-registrations (%)"
"2023-10-24 08:00:00","5","SNBCSCF01","S-CSCF ID=0","4623303","78.224","99.627"
"2023-10-24 08:05:00","5","SNBCSCF01","S-CSCF ID=0","4625150","77.99","99.636"
"2023-10-24 08:10:00","5","SNBCSCF01","S-CSCF ID=0","4626736","76.979","99.607"
"2023-10-24 08:15:00","5","SNBCSCF01","S-CSCF ID=0","4627982","77.369","99.637"
"2023-10-24 08:20:00","5","SNBCSCF01","S-CSCF ID=0","4629510","77.865","99.634"
"2023-10-24 08:25:00","5","SNBCSCF01","S-CSCF ID=0","4630978","77.575","99.6"
"2023-10-24 08:30:00","5","SNBCSCF01","S-CSCF ID=0","4632459","77.185","99.655"
"2023-10-24 08:35:00","5","SNBCSCF01","S-CSCF ID=0","4633404","77.207","99.607"
"2023-10-24 08:40:00","5","SNBCSCF01","S-CSCF ID=0","4634426","77.712","99.64"
"2023-10-24 08:45:00","5","SNBCSCF01","S-CSCF ID=0","4635618","76.792","99.61"
"2023-10-24 08:50:00","5","SNBCSCF01","S-CSCF ID=0","4636470","76.919","99.605"
"2023-10-24 08:55:00","5","SNBCSCF01","S-CSCF ID=0","4637426","76.99","99.609"
"2023-10-24 09:00:00","5","SNBCSCF01","S-CSCF ID=0","4638430","77.389","99.598"
"2023-10-24 09:05:00","5","SNBCSCF01","S-CSCF ID=0","4639175","76.577","99.589"
"2023-10-24 09:10:00","5","SNBCSCF01","S-CSCF ID=0","4640237","77.269","99.608"
"2023-10-24 09:15:00","5","SNBCSCF01","S-CSCF ID=0","4641170","77.081","99.592"
"2023-10-24 09:20:00","5","SNBCSCF01","S-CSCF ID=0","4641743","77.361","99.603"
"2023-10-24 09:25:00","5","SNBCSCF01","S-CSCF ID=0","4642325","76.902","99.594"
"2023-10-24 09:30:00","5","SNBCSCF01","S-CSCF ID=0","4643248","76.897","99.579"
"2023-10-24 09:35:00","5","SNBCSCF01","S-CSCF ID=0","4644128","77.363","99.57"
"2023-10-24 09:40:00","5","SNBCSCF01","S-CSCF ID=0","4644543","76.645","99.567"
"2023-10-24 09:45:00","5","SNBCSCF01","S-CSCF ID=0","4645452","77.328","99.524"
"2023-10-24 09:50:00","5","SNBCSCF01","S-CSCF ID=0","4646236","77.714","99.531"
"2023-10-24 09:55:00","5","SNBCSCF01","S-CSCF ID=0","4646504","77.482","99.521"
"2023-10-24 10:00:00","5","SNBCSCF01","S-CSCF ID=0","4646983","77.654","99.558"
"2023-10-24 10:05:00","5","SNBCSCF01","S-CSCF ID=0","4647106","77.13","99.52"
"2023-10-24 10:10:00","5","SNBCSCF01","S-CSCF ID=0","4647038","77.639","99.475"
"2023-10-24 10:15:00","5","SNBCSCF01","S-CSCF ID=0","4647135","76.992","99.51"
"2023-10-24 10:20:00","5","SNBCSCF01","S-CSCF ID=0","4646862","76.723","99.544"
"2023-10-24 10:25:00","5","SNBCSCF01","S-CSCF ID=0","4646919","76.459","99.51"
"2023-10-24 10:30:00","5","SNBCSCF01","S-CSCF ID=0","4647139","77.216","99.498"
"2023-10-24 10:35:00","5","SNBCSCF01","S-CSCF ID=0","4647100","77.148","99.513"
"2023-10-24 10:40:00","5","SNBCSCF01","S-CSCF ID=0","4646927","77.73","99.479"
"2023-10-24 10:45:00","5","SNBCSCF01","S-CSCF ID=0","4646965","76.825","99.528"
"2023-10-24 10:50:00","5","SNBCSCF01","S-CSCF ID=0","4646556","76.735","99.527"
"2023-10-24 10:55:00","5","SNBCSCF01","S-CSCF ID=0","4646529","77.291","99.513"
"2023-10-24 11:00:00","5","SNBCSCF01","S-CSCF ID=0","4646582","76.882","99.497"
"2023-10-24 11:05:00","5","SNBCSCF01","S-CSCF ID=0","4647023","77.029","99.523"
"2023-10-24 11:10:00","5","SNBCSCF01","S-CSCF ID=0","4647638","77.376","99.497"
"2023-10-24 11:15:00","5","SNBCSCF01","S-CSCF ID=0","4647342","77.2","99.514"
"2023-10-24 11:20:00","5","SNBCSCF01","S-CSCF ID=0","4647335","77.595","99.535"
"2023-10-24 11:25:00","5","SNBCSCF01","S-CSCF ID=0","4647317","77.624","99.49"
"2023-10-24 11:30:00","5","SNBCSCF01","S-CSCF ID=0","4647849","78.32","99.503"
"2023-10-24 11:35:00","5","SNBCSCF01","S-CSCF ID=0","4648420","77.809","99.505"
"2023-10-24 11:40:00","5","SNBCSCF01","S-CSCF ID=0","4648560","78.685","99.315"
"2023-10-24 11:45:00","5","SNBCSCF01","S-CSCF ID=0","4650704","78.978","99.593"
"2023-10-24 11:50:00","5","SNBCSCF01","S-CSCF ID=0","4651138","78.452","99.529"
"2023-10-24 11:55:00","5","SNBCSCF01","S-CSCF ID=0","4651378","78.812","99.5"
"2023-10-24 12:00:00","5","SNBCSCF01","S-CSCF ID=0","4652268","79.396","99.502"
"2023-10-24 12:05:00","5","SNBCSCF01","S-CSCF ID=0","4652828","78.788","99.509"
"2023-10-24 12:10:00","5","SNBCSCF01","S-CSCF ID=0","4652321","78.47","99.496"
"2023-10-24 12:15:00","5","SNBCSCF01","S-CSCF ID=0","4652234","78.078","99.481"
"2023-10-24 12:20:00","5","SNBCSCF01","S-CSCF ID=0","4652283","77.581","99.548"
"2023-10-24 12:25:00","5","SNBCSCF01","S-CSCF ID=0","4651879","78.189","99.544"
"2023-10-24 12:30:00","5","SNBCSCF01","S-CSCF ID=0","4651632","77.86","99.519"
"2023-10-24 12:35:00","5","SNBCSCF01","S-CSCF ID=0","4650789","78.02","99.509"
"2023-10-24 12:40:00","5","SNBCSCF01","S-CSCF ID=0","4650069","77.674","99.477"
"2023-10-24 12:45:00","5","SNBCSCF01","S-CSCF ID=0","4649030","78.015","99.466"
"2023-10-24 12:50:00","5","SNBCSCF01","S-CSCF ID=0","4648141","77.858","99.491"
"2023-10-24 12:55:00","5","SNBCSCF01","S-CSCF ID=0","4647299","77.513","99.504"
"2023-10-24 13:00:00","5","SNBCSCF01","S-CSCF ID=0","4647389","78.361","99.49"
"2023-10-24 13:05:00","5","SNBCSCF01","S-CSCF ID=0","4647910","78.517","99.511"
"2023-10-24 13:10:00","5","SNBCSCF01","S-CSCF ID=0","4649298","78.245","99.512"
"2023-10-24 13:15:00","5","SNBCSCF01","S-CSCF ID=0","4649683","77.096","99.488"
"2023-10-24 13:20:00","5","SNBCSCF01","S-CSCF ID=0","4649733","77.651","99.532"
"2023-10-24 13:25:00","5","SNBCSCF01","S-CSCF ID=0","4649746","76.963","99.535"
"2023-10-24 13:30:00","5","SNBCSCF01","S-CSCF ID=0","4649886","77.596","99.543"
"2023-10-24 13:35:00","5","SNBCSCF01","S-CSCF ID=0","4650330","77.289","99.506"
"2023-10-24 13:40:00","5","SNBCSCF01","S-CSCF ID=0","4651019","77.676","99.524"
"2023-10-24 13:45:00","5","SNBCSCF01","S-CSCF ID=0","4651464","77.616","99.529"
"2023-10-24 13:50:00","5","SNBCSCF01","S-CSCF ID=0","4651308","77.431","99.524"
"2023-10-24 13:55:00","5","SNBCSCF01","S-CSCF ID=0","4651811","78.147","99.505"
"2023-10-24 14:00:00","5","SNBCSCF01","S-CSCF ID=0","4651970","77.995","99.517"
"2023-10-24 14:05:00","5","SNBCSCF01","S-CSCF ID=0","4651458","77.832","99.553"
"2023-10-24 14:10:00","5","SNBCSCF01","S-CSCF ID=0","4650750","78.143","99.502"
"2023-10-24 14:15:00","5","SNBCSCF01","S-CSCF ID=0","4650179","77.526","99.5"
"2023-10-24 14:20:00","5","SNBCSCF01","S-CSCF ID=0","4650030","78.104","99.535"
"2023-10-24 14:25:00","5","SNBCSCF01","S-CSCF ID=0","4650289","78.071","99.525"
"2023-10-24 14:30:00","5","SNBCSCF01","S-CSCF ID=0","4650895","78.433","99.554"
"2023-10-24 14:35:00","5","SNBCSCF01","S-CSCF ID=0","4651444","77.988","99.552"
"2023-10-24 14:40:00","5","SNBCSCF01","S-CSCF ID=0","4651915","77.64","99.553"
"2023-10-24 14:45:00","5","SNBCSCF01","S-CSCF ID=0","4651894","77.817","99.56"
"2023-10-24 14:50:00","5","SNBCSCF01","S-CSCF ID=0","4651678","77.371","99.58"
"2023-10-24 14:55:00","5","SNBCSCF01","S-CSCF ID=0","4652313","78.648","99.539"
"2023-10-24 15:00:00","5","SNBCSCF01","S-CSCF ID=0","4652973","78.202","99.558"
"2023-10-24 15:05:00","5","SNBCSCF01","S-CSCF ID=0","4653529","77.888","99.519"
"2023-10-24 15:10:00","5","SNBCSCF01","S-CSCF ID=0","4653783","77.093","99.528"
"2023-10-24 15:15:00","5","SNBCSCF01","S-CSCF ID=0","4654399","77.839","99.507"
"2023-10-24 15:20:00","5","SNBCSCF01","S-CSCF ID=0","4654964","78.035","99.509"
"2023-10-24 15:25:00","5","SNBCSCF01","S-CSCF ID=0","4655361","77.849","99.544"
"2023-10-24 15:30:00","5","SNBCSCF01","S-CSCF ID=0","4655476","78.076","99.518"
"2023-10-24 15:35:00","5","SNBCSCF01","S-CSCF ID=0","4655668","77.971","99.505"
"2023-10-24 15:40:00","5","SNBCSCF01","S-CSCF ID=0","4655810","78.63","99.522"
"2023-10-24 15:45:00","5","SNBCSCF01","S-CSCF ID=0","4656025","78.438","99.512"
"2023-10-24 15:50:00","5","SNBCSCF01","S-CSCF ID=0","4656077","78.011","99.496"
"2023-10-24 15:55:00","5","SNBCSCF01","S-CSCF ID=0","4656049","78.299","99.518"
"2023-10-24 16:00:00","5","SNBCSCF01","S-CSCF ID=0","4656109","78.677","99.532"
"2023-10-24 16:05:00","5","SNBCSCF01","S-CSCF ID=0","4656505","78.683","99.526"
"2023-10-24 16:10:00","5","SNBCSCF01","S-CSCF ID=0","4656752","78.565","99.559"
"2023-10-24 16:15:00","5","SNBCSCF01","S-CSCF ID=0","4657036","78.532","99.524"
"2023-10-24 16:20:00","5","SNBCSCF01","S-CSCF ID=0","4657101","78.229","99.528"
"2023-10-24 16:25:00","5","SNBCSCF01","S-CSCF ID=0","4657383","78.708","99.531"
"2023-10-24 16:30:00","5","SNBCSCF01","S-CSCF ID=0","4657520","77.855","99.53"
"2023-10-24 16:35:00","5","SNBCSCF01","S-CSCF ID=0","4658057","78.411","99.549"
"2023-10-24 16:40:00","5","SNBCSCF01","S-CSCF ID=0","4658532","77.214","99.437"
"2023-10-24 16:45:00","5","SNBCSCF01","S-CSCF ID=0","4659013","78.616","99.52"
"2023-10-24 16:50:00","5","SNBCSCF01","S-CSCF ID=0","4659835","79.072","99.499"
"2023-10-24 16:55:00","5","SNBCSCF01","S-CSCF ID=0","4660548","79.319","99.497"
"2023-10-24 17:00:00","5","SNBCSCF01","S-CSCF ID=0","4661554","80.216","99.52"
"2023-10-24 17:05:00","5","SNBCSCF01","S-CSCF ID=0","4662974","79.965","99.544"
"2023-10-24 17:10:00","5","SNBCSCF01","S-CSCF ID=0","4663977","79.556","99.566"
"2023-10-24 17:15:00","5","SNBCSCF01","S-CSCF ID=0","4664561","79.026","99.586"
"2023-10-24 17:20:00","5","SNBCSCF01","S-CSCF ID=0","4665258","78.981","99.5"
"2023-10-24 17:25:00","5","SNBCSCF01","S-CSCF ID=0","4665033","79.76","99.542"
"2023-10-24 17:30:00","5","SNBCSCF01","S-CSCF ID=0","4665170","79.459","99.529"
"2023-10-24 17:35:00","5","SNBCSCF01","S-CSCF ID=0","4665166","79.194","99.385"
"2023-10-24 17:40:00","5","SNBCSCF01","S-CSCF ID=0","4665824","80.047","99.63"
"2023-10-24 17:45:00","5","SNBCSCF01","S-CSCF ID=0","4665479","79.467","99.362"
"2023-10-24 17:50:00","5","SNBCSCF01","S-CSCF ID=0","4667858","78.654","99.475"
"2023-10-24 17:55:00","5","SNBCSCF01","S-CSCF ID=0","4667278","80.133","99.445"
"2023-10-24 18:00:00","5","SNBCSCF01","S-CSCF ID=0","4668983","80.774","99.535"
"2023-10-24 18:05:00","5","SNBCSCF01","S-CSCF ID=0","4670086","79.089","99.289"
"2023-10-24 18:10:00","5","SNBCSCF01","S-CSCF ID=0","4671273","79.297","99.577"
"2023-10-24 18:15:00","5","SNBCSCF01","S-CSCF ID=0","4672462","79.057","99.48"
"2023-10-24 18:20:00","5","SNBCSCF01","S-CSCF ID=0","4673215","78.642","99.424"
"2023-10-24 18:25:00","5","SNBCSCF01","S-CSCF ID=0","4673935","78.188","99.606"
"2023-10-24 18:30:00","5","SNBCSCF01","S-CSCF ID=0","4674628","79.112","99.46"
"2023-10-24 18:35:00","5","SNBCSCF01","S-CSCF ID=0","4674806","78.877","99.515"
"2023-10-24 18:40:00","5","SNBCSCF01","S-CSCF ID=0","4675296","78.139","99.491"
"2023-10-24 18:45:00","5","SNBCSCF01","S-CSCF ID=0","4676178","78.345","99.488"
"2023-10-24 18:50:00","5","SNBCSCF01","S-CSCF ID=0","4676937","78.583","99.485"
"2023-10-24 18:55:00","5","SNBCSCF01","S-CSCF ID=0","4678020","78.646","99.424"
"2023-10-24 19:00:00","5","SNBCSCF01","S-CSCF ID=0","4677952","78.603","99.604"
"2023-10-24 19:05:00","5","SNBCSCF01","S-CSCF ID=0","4676501","78.482","99.494"
"2023-10-24 19:10:00","5","SNBCSCF01","S-CSCF ID=0","4675924","79.12","99.494"
"2023-10-24 19:15:00","5","SNBCSCF01","S-CSCF ID=0","4675906","78.657","99.527"
"2023-10-24 19:20:00","5","SNBCSCF01","S-CSCF ID=0","4676020","78.425","99.46"
"2023-10-24 19:25:00","5","SNBCSCF01","S-CSCF ID=0","4675631","78.75","99.516"
"2023-10-24 19:30:00","5","SNBCSCF01","S-CSCF ID=0","4674855","78.19","99.529"
"2023-10-24 19:35:00","5","SNBCSCF01","S-CSCF ID=0","4674162","77.963","99.56"
"2023-10-24 19:40:00","5","SNBCSCF01","S-CSCF ID=0","4673565","77.908","99.539"
"2023-10-24 19:45:00","5","SNBCSCF01","S-CSCF ID=0","4672512","77.905","99.509"
"2023-10-24 19:50:00","5","SNBCSCF01","S-CSCF ID=0","4670690","76.742","99.541"
"2023-10-24 19:55:00","5","SNBCSCF01","S-CSCF ID=0","4670155","77.66","99.519"
"2023-10-24 20:00:00","5","SNBCSCF01","S-CSCF ID=0","4669103","77.723","99.498"
"2023-10-24 20:05:00","5","SNBCSCF01","S-CSCF ID=0","4668235","77.369","99.591"
"2023-10-24 20:10:00","5","SNBCSCF01","S-CSCF ID=0","4667135","77.274","99.497"
"2023-10-24 20:15:00","5","SNBCSCF01","S-CSCF ID=0","4665816","77.615","99.54"
"2023-10-24 20:20:00","5","SNBCSCF01","S-CSCF ID=0","4664235","77.405","99.555"
"2023-10-24 20:25:00","5","SNBCSCF01","S-CSCF ID=0","4662469","77.13","99.573"
"2023-10-24 20:30:00","5","SNBCSCF01","S-CSCF ID=0","4661421","77.579","99.544"
"2023-10-24 20:35:00","5","SNBCSCF01","S-CSCF ID=0","4659555","76.77","99.527"
"2023-10-24 20:40:00","5","SNBCSCF01","S-CSCF ID=0","4657444","75.838","99.676"
"2023-10-24 20:45:00","5","SNBCSCF01","S-CSCF ID=0","4654988","76.205","99.562"
"2023-10-24 20:50:00","5","SNBCSCF01","S-CSCF ID=0","4652481","75.813","99.635"
"2023-10-24 20:55:00","5","SNBCSCF01","S-CSCF ID=0","4650154","75.578","99.621"
"2023-10-24 21:00:00","5","SNBCSCF01","S-CSCF ID=0","4647056","75.944","99.593"
"2023-10-24 21:05:00","5","SNBCSCF01","S-CSCF ID=0","4643509","75.333","99.606"
"2023-10-24 21:10:00","5","SNBCSCF01","S-CSCF ID=0","4640100","75.962","99.614"
"2023-10-24 21:15:00","5","SNBCSCF01","S-CSCF ID=0","4636094","75.207","99.652"
"2023-10-24 21:20:00","5","SNBCSCF01","S-CSCF ID=0","4632226","74.362","99.615"
"2023-10-24 21:25:00","5","SNBCSCF01","S-CSCF ID=0","4628161","74.641","99.625"
"2023-10-24 21:30:00","5","SNBCSCF01","S-CSCF ID=0","4623893","74.668","99.666"
"2023-10-24 21:35:00","5","SNBCSCF01","S-CSCF ID=0","4619625","73.972","99.583"
"2023-10-24 21:40:00","5","SNBCSCF01","S-CSCF ID=0","4615154","73.445","99.651"
"2023-10-24 21:45:00","5","SNBCSCF01","S-CSCF ID=0","4610730","74.221","99.655"
"2023-10-24 21:50:00","5","SNBCSCF01","S-CSCF ID=0","4606123","74.514","99.681"
"2023-10-24 21:55:00","5","SNBCSCF01","S-CSCF ID=0","4601737","73.458","99.655"
"2023-10-24 22:00:00","5","SNBCSCF01","S-CSCF ID=0","4595600","74.164","99.691"
"2023-10-24 22:05:00","5","SNBCSCF01","S-CSCF ID=0","4591453","74.327","99.689"
"2023-10-24 22:10:00","5","SNBCSCF01","S-CSCF ID=0","4586734","74.149","99.661"
"2023-10-24 22:15:00","5","SNBCSCF01","S-CSCF ID=0","4582112","73.85","99.693"
"2023-10-24 22:20:00","5","SNBCSCF01","S-CSCF ID=0","4577737","73.59","99.695"
"2023-10-24 22:25:00","5","SNBCSCF01","S-CSCF ID=0","4573314","73.738","99.703"
"2023-10-24 22:30:00","5","SNBCSCF01","S-CSCF ID=0","4569149","73.67","99.681"
"2023-10-24 22:35:00","5","SNBCSCF01","S-CSCF ID=0","4565731","73.17","99.691"
"2023-10-24 22:40:00","5","SNBCSCF01","S-CSCF ID=0","4561651","72.762","99.709"
"2023-10-24 22:45:00","5","SNBCSCF01","S-CSCF ID=0","4557325","71.965","99.725"
"2023-10-24 22:50:00","5","SNBCSCF01","S-CSCF ID=0","4552987","72.222","99.697"
